annotation_id,text,pred_label,label,method,question,answer
History-Anthropology_oanc-HistoryEdinburgh-4.txt:0:4,"of elizabeth ( darnley was a grandson of margaret tudor and thus also had a claim to the english throne ) . on 19 june 1566 , in the royal apartments in edinburgh castle , mary gave birth to a son , prince james . within a year , however , darnley was murdered , and mary immediately immersed herself in controversy by marrying the earl of bothwell , the chief suspect .",1,0,multirc_wrapper_max_length_direct,What did the Scots refuse to do that sent Henry rampaging through Scotland ?,"The Scots denounced Henry's wife, Anne Bolyn"
History-Anthropology_oanc-HistoryItaly-1.txt:0:3,"218 b . c . rome followed up defeat of the carthaginians with large - scale massacres and enslavement of their italian supporters . the third and final punic war ended in 149 b . c . , though national solidarity was still a long way off . under julius caesar , elected in 59 b . c .",1,1,multirc_wrapper_max_length_direct,What leader gave Rome national solidarity ?,Julius Caesar
History-Anthropology_oanc-HistoryItaly-1.txt:13:2,"b . c . rome followed up defeat of the carthaginians with large - scale massacres and enslavement of their italian supporters . the third and final punic war ended in 149 b . c . , though national solidarity was still a long way off . under julius caesar , elected in 59 b . c .",0,0,multirc_wrapper_max_length_direct,How long was Rome ruled as a monarchy ?,510
History-Anthropology_oanc-HistoryMadrid-2.txt:2:7,"royal palace . the insurrection was quashed and its leaders executed , but the king got the message . he tried thereafter to pay more attention to his spanish constituency .",1,1,multirc_wrapper_max_length_direct,What event occurred that gave Charles V the undeniable message that he needed to pay more attention to his Spanish constituency ?,The comuneros revolt
History-Anthropology_oanc-HistoryMallorca-6.txt:2:0,"the late 1990s , a new emphasis on quality and , especially in the balearics , on safeguarding the environment had finally taken root — too late for many environmentalists , but hopefully still in time to preserve much of the natural beauty and unique character of the las islas baleares .",1,0,multirc_wrapper_max_length_direct,Why was there not very high tourism in Spain during Franco 's regime and what happened that allow tourism to increase,"Franco isolated Spain, but World War II encouraged tourism"
History-Anthropology_oanc-HistoryMallorca-6.txt:5:2,"to damaging long - term consequences also began to grow . by the late 1990s , a new emphasis on quality and , especially in the balearics , on safeguarding the environment had finally taken root — too late for many environmentalists , but hopefully still in time to preserve much of the natural beauty and unique character of the las islas baleares .",1,1,multirc_wrapper_max_length_direct,When did tourism in Spain explode into an annual southern migration ?,The late 1950's
News_CNN_cnn-3aad69ac9173d0db3e5f477b85d4a2ae8b26d019.txt:1:5,"touch a black woman ' s hair . you are conditioned not to even go there , "" he says . "" when i was a dating guy , i dated women from different races . anytime i was with an asian or a puerto rican girl or a white girl , my hands would constantly be in their hair .",1,0,multirc_wrapper_max_length_direct,Why did Chris Rock begin looking into black women 's hair ?,Touch hair
News_CNN_cnn-3aad69ac9173d0db3e5f477b85d4a2ae8b26d019.txt:2:1,"woman ' s hair . you are conditioned not to even go there , "" he says . "" when i was a dating guy , i dated women from different races . anytime i was with an asian or a puerto rican girl or a white girl , my hands would constantly be in their hair .",1,0,multirc_wrapper_max_length_direct,"Which women do not allow men to touch their hair , according to Chris Rock ?",A little Girl
News_CNN_cnn-3abe9f2e405be1e0b8bb42ef76ed520a6f1bf37e.txt:8:1,"money . the new jersey democrat staunchly denied the accusation . and in march , dominican police announced three women had been paid to claim - - falsely - - that they had sex with menendez . while that part of the story died down , the episode raised questions about why and how menendez admittedly flew to the dominican republic three times in 2010 on melgen ' s private plane .",1,1,multirc_wrapper_max_length_direct,Did Melgen and Menendez have established connections with one another ?,Yes
News_CNN_cnn-3b07f5102c69e3e609d73b2ccb0dc5549d4fbaf6.txt:1:2,"allegedly conspired but says the organization has been importing narcotics from places such as ecuador and the dominican republic by hiding them "" inside shipping containers containing pallets of produce , including bananas . "" the organization "" has been distributing narcotics in new jersey and elsewhere , "" the complaint says .",1,1,multirc_wrapper_max_length_direct,What is the name of the officer ?,Ralph Mata
News_CNN_cnn-3b0ff8796ddf508d1f1ef4c66ba29835ab642e7f.txt:14:3,and it resumed flights in 2002 . the air force began using ospreys in 2008 after testing the aircraft in 2006 . they were first deployed by the marines in iraq in 2007 after 18 years and $ 20 billion in development .,0,0,multirc_wrapper_max_length_direct,"When the Marines deployed the Osprey , how long had it been in development ?",7 years
News_CNN_cnn-3b13a7fecb77be63cac1e9286b83f61b5784f387.txt:4:2,"on thursday , federal home secretary madhukar gupta asked the orissa government to ensure effective deployment of paramilitaries in the state . - - cnn ' s harmeet shah singh contributed to this report .",1,0,multirc_wrapper_max_length_direct,What is the name of the bay that borders the state in which a group attacked a church ?,Bay of Orissa
News_CNN_cnn-3b159c09888b61241afe848844510478546353d4.txt:3:2,"wishes a speedy recovery to the greatest of all time : gabriel garcia marquez , "" he tweeted . cnn en espanol ' s fidel gutierrez contributed to this story .",0,0,multirc_wrapper_max_length_direct,"How many years after the novel "" One Hundred Years of Solitude "" was written did Gabo get a Nobel Prize ?",25 years
News_CNN_cnn-3b2f008a5acf3285163a3b32329d92c0ccde914d.txt:7:1,"u . s . state department has deployed the rhetorical equivalent of an embarrassed teenager whose dad has shown up to dance at his prom . something along the lines of "" this has nothing to do with us "" is what the state department has said with every one of rodman ' s trip . last winter , the state department criticized rodman ' s timing as it followed a nuclear test and rocket launch .",0,1,multirc_wrapper_max_length_direct,How many trips has Dennis Rodman made to North Korea in under 12 months ?,4
News_CNN_cnn-3b3301b2f6a5c4974baf18b4cf109206829dbc29.txt:0:0,"and economics of the film industry , are forced to work in a much more conventional way , are always fascinated to discuss with me how i work . tsr : there is this romantic idea that screenwriting has to be a painful , solitary experience . that ' s not what you experience , though .",0,0,multirc_wrapper_max_length_direct,Was Mike Leigh an Academy Award - nominated screenwriter ?,Cannes Film Festival
News_CNN_cnn-3b36c94018ae586b3a550a2850e10be30f684c0a.txt:1:1,"the head of operations ; two other executives ; and petit ' s personal assistant , he said . about 500 employees were also outside the building protesting .",0,0,multirc_wrapper_max_length_direct,Was the number of estimated employees protesting greater or lesser than the number of employees the executives were proposing to lay off ?,Even
News_CNN_cnn-3b4024de1da6390fe09f844b9318baa0f1756b4b.txt:1:3,"claim is proven . gurlitt ' s representative said that with the art collector ' s death , the investigation into the collection ceases . the court that was handling the investigation proceedings will now function as an estate court in the case .",1,0,multirc_wrapper_max_length_direct,Will the investigations into the art collection continue after the death of Cornelius Gurlitt ?,They are to be held while a task force investigates their provenance
Science-textbook_science-g3-28.txt:0:1,"large distances . however , the force does get weaker the farther apart the objects are .",1,1,multirc_wrapper_max_length_direct,What is the range and strength of gravity ?,It weakens the bigger the distance is
Science-textbook_science-g3-28.txt:4:2,"can act over very large distances . however , the force does get weaker the farther apart the objects are .",0,0,multirc_wrapper_max_length_direct,Why is gravity special ?,It is causes objects to fall
Science-textbook_science-g3-39.txt:6:1,that are now hot and dry were once wet and cool . fossils provide a window into the past .,0,1,multirc_wrapper_max_length_direct,How can the environment of places change over time ?,Hot becomes cold
Science-textbook_science-g3-9.txt:1:2,may regularly do . you may pick up a baseball . this requires only a very small force .,0,1,multirc_wrapper_max_length_direct,What do you apply to an object to make it move or stop ?,Apply force on the ball
Science-textbook_science-g4-107.txt:0:0,or deep . fossils can even provide clues to ancient climates .,1,1,multirc_wrapper_max_length_direct,What are three things scientists learn from fossils ?,History of life on earth
Science-textbook_science-g4-121.txt:7:2,the wind carries sediment . this sediment is thrown against other rocky surfaces by the wind . it is like sand - blasting a rock .,0,0,multirc_wrapper_max_length_direct,Abrasion and ice wedging are both forms of what kind of weathering ?,Erosive weathering
Science-textbook_science-g4-121.txt:8:3,abrasion . the wind carries sediment . this sediment is thrown against other rocky surfaces by the wind . it is like sand - blasting a rock .,1,1,multirc_wrapper_max_length_direct,How does gravity cause rocks to move ?,They may roll downhill
Science-textbook_science-g4-138.txt:8:6,"objects , the heat is transferred to the objects . radiation is how the sun warms the earths surface .",0,0,multirc_wrapper_max_length_direct,What is an example of radiant heat ?,Liquid
Science-textbook_science-g4-142.txt:3:0,the image of the sign above . light rays strike flat shiny surfaces and are reflected . the reflections are reversed .,1,1,multirc_wrapper_max_length_direct,What happens when you look at your reflection ?,You see a reverse image of yourself
Science-textbook_science-g4-5.txt:2:3,"can be turned into motion as it falls . once the leaf is on the ground , it has no more potential unless it is lifted back up .",0,0,multirc_wrapper_max_length_direct,What is an example of potential energy ?,Conduction
Science-textbook_science-g4-5.txt:5:2,"turned into motion as it falls . once the leaf is on the ground , it has no more potential unless it is lifted back up .",1,0,multirc_wrapper_max_length_direct,What happens to trees in autumn ?,They are in motion
Science-textbook_science-g4-80.txt:5:2,is meters per second ( m / s ) . this is the unit of measure a scientist would use .,0,0,multirc_wrapper_max_length_direct,How do you calculate speed in the U.S. ?,In Liters per Second
Science-textbook_science-g4-80.txt:9:2,for speed is meters per second ( m / s ) . this is the unit of measure a scientist would use .,0,0,multirc_wrapper_max_length_direct,What is the unit for speed and who uses it ?,KPH - US
Science-textbook_science-g5-67.txt:7:4,make more fish . but water pollution and overfishing can cause them to die out if their population becomes too low . figure 2 . 16 shows another example .,1,1,multirc_wrapper_max_length_direct,What are some renewable resources ?,Water
Science-textbook_science-g5-74.txt:1:6,not only on earth but in outer space as well .,0,0,multirc_wrapper_max_length_direct,Why is Newton 's law of gravity called the law of universal gravitation ?,It is the center of the universe
Science-textbook_science-g5-78.txt:11:0,be out of luck for building that next big project .,0,0,multirc_wrapper_max_length_direct,What kind of change would have happened if your sister had thrown your LEGOs into the fireplace ?,A physical change
Science-textbook_science-g5-78.txt:6:3,you would be out of luck for building that next big project .,1,0,multirc_wrapper_max_length_direct,What could your sister have done to cause a chemical change in the LEGOS,Made a mess with them
Science-textbook_science-g5-88.txt:1:3,"heavy coat . at the equator , the seasons never change . as a result , the average daily temperatures remain the same . there is no summer and winter as we know them .",0,0,multirc_wrapper_max_length_direct,What happens on June 21 in the Northern Hemisphere ?,Summer ends.
Sept11-reports_oanc-chapter-13.1-29.txt:7:2,"pass a separate appropriations act for intelligence , defending the broad allocation of how these tens of billions of dollars have been assigned among the varieties of intelligence work . the specifics of the intelligence appropriation would remain classified , as they are today .",1,0,multirc_wrapper_max_length_direct,What should the United States do instead of concentrating on two entities to carry out secret military operations ?,Pass a separate appropriations act for intelligence keeping the amounts of money secret
Sept11-reports_oanc-chapter-2-4-2.txt:11:4,", such as those in egypt , algeria , bosnia , or chechnya , bin laden concentrated on attacking the "" far enemy "" - the united states . after u . s . troops deployed to somalia in late 1992 , al qaeda leaders formulated a fatwa demanding their eviction . in december , bombs exploded at two hotels in aden where u . s . troops routinely stopped en route to somalia , killing two , but no americans .",0,0,multirc_wrapper_max_length_direct,Who were considered Bin Laden 's peers ?,Abu Zubaydah
Sept11-reports_oanc-chapter-2-4-2.txt:8:7,", such as those in egypt , algeria , bosnia , or chechnya , bin laden concentrated on attacking the "" far enemy "" - the united states . after u . s . troops deployed to somalia in late 1992 , al qaeda leaders formulated a fatwa demanding their eviction . in december , bombs exploded at two hotels in aden where u . s . troops routinely stopped en route to somalia , killing two , but no americans .",0,0,multirc_wrapper_max_length_direct,Where did   Bin Laden go after he left Saudi Arabia,Iraq
Sept11-reports_oanc-chapter-3-2.txt:16:2,"for intelligence , including some that supports a national customer base and some that supports specific defense department or military service needs . as they are housed in the defense department , these agencies are keenly attentive to the military ' s strategic and tactical requirements .",1,0,multirc_wrapper_max_length_direct,What does the CIA do and who is the agency 's number one customer ?,Collects intelligence and its number one customer is the citizens of America
Sept11-reports_oanc-chapter-6-2.txt:2:5,"giving the cia broader authority to use foreign proxies to detain bin laden lieutenants , without having to transfer them to u . s . custody . the authority was to capture , not kill , though lethal force might be used if necessary . 16tenet would later send a message to all cia personnel overseas , saying , "" the threat could not be more real .",1,0,multirc_wrapper_max_length_direct,"When the outreach to the Taliban gained no response , how did General Zini approach Pakistan ?",General Zinni asked General Musharraf to start arrest operations
Sept11-reports_oanc-chapter-6-30.txt:1:5,"general testified at a congressional hearing concerning federal efforts to combat terrorism . he said that "" one of the nation ' s most fundamental responsibilities is to protect its citizens from terrorist attacks . "" the budget guidance issued the next day , however , highlighted gun crimes , narcotics trafficking , and civil rights as priorities .",0,0,multirc_wrapper_max_length_direct,What did the FBI 's assistant director for counterterrorism believed the Justice Department wanted the FBI to do ?,Shape plans for the federal budget
Sept11-reports_oanc-chapter-6-30.txt:9:0,"a congressional hearing concerning federal efforts to combat terrorism . he said that "" one of the nation ' s most fundamental responsibilities is to protect its citizens from terrorist attacks . "" the budget guidance issued the next day , however , highlighted gun crimes , narcotics trafficking , and civil rights as priorities .",0,0,multirc_wrapper_max_length_direct,"Who testified at a congressional hearing that , "" one of the nation 's most fundamental responsibilities is to protect its citizens from terrorist attacks "" ?",Dale Watson
Society_Law_and_Justice_oanc-5_Legal_Groups-0.txt:4:1,"out because the business had outgrown the space . so they renovated the old sweet candy company building for tomax . the olafsons are delighted with the new owners . the building had been like home , she explained , and so it was important who would be living there .",1,0,multirc_wrapper_max_length_direct,"What five groups work under the "" And Justice For All "" project ?","Utah lawyers and foundations, was the first joint fund-raising campaign of legal services agencies in the country, and the Community Legal Center is the first joint office project of public service law groups"
Society_Law_and_Justice_oanc-A_helping_hand-3.txt:13:0,". mintie said that all of the money has gone to her recipients - - none was spent on overhead . she will be out of funds by spring . she is trying to get religious organizations to sponsor recipients . it is a secular organization , but one that grew out of mintie ' s religious convictions .",1,0,multirc_wrapper_max_length_direct,"What did Mintie use the "" Use Your Life Award "" on ?",She spent it on her own
Society_Law_and_Justice_oanc-A_helping_hand-3.txt:5:0,"that awards money to those who help others . mintie said that all of the money has gone to her recipients - - none was spent on overhead . she will be out of funds by spring . she is trying to get religious organizations to sponsor recipients . it is a secular organization , but one that grew out of mintie ' s religious convictions .",0,0,multirc_wrapper_max_length_direct,Where did her million dollar organization start ?,Florida
Society_Law_and_Justice_oanc-Attorney_gives_his_time-2.txt:1:1,", "" he said . smith coordinates his volunteer lawyering through legal services of north florida , a nonprofit organization serving low - income families and individuals . "" he ' s such a fine , fine person , "" said executive director kris knab . without him , "" there would be a huge ( number ) of people who would go without assistance .",1,1,multirc_wrapper_max_length_direct,Do people say positive things about Smith ?,Yes
Society_Law_and_Justice_oanc-Attorney_gives_his_time-2.txt:2:2,"smith coordinates his volunteer lawyering through legal services of north florida , a nonprofit organization serving low - income families and individuals . "" he ' s such a fine , fine person , "" said executive director kris knab . without him , "" there would be a huge ( number ) of people who would go without assistance .",0,0,multirc_wrapper_max_length_direct,How old was Richard when he started helping senior citizens free of charge ?,80
Society_Law_and_Justice_oanc-Bias_on_the_Job-2.txt:4:1,"to make their study available through a web site , www . eeo1 . com . the blumrosens , who were instrumental in setting up the e . e . o . c . in 1965 , also say the government should make more active use of their data . the commission said it did not comment on draft reports .",1,1,multirc_wrapper_max_length_direct,Which school conducted the study and by whom ?,Rutgers School of Law in Newark
Society_Law_and_Justice_oanc-Disaster_center-2.txt:1:1,"with basic legal questions . the free legal assistance hotline , operated in coordination with texas rural legal aid and volunteer lawyers from across the state , will be available from 8 a . m . to 8 p . m . , monday through thursday , and 8 a . m . to 6 p . m .",0,0,multirc_wrapper_max_length_direct,Why are there damaged homes in Kerrville ?,Tornadoes
Society_Law_and_Justice_oanc-Firm_to_the_Poor_Needs_Help-2.txt:5:7,". "" said riggs : "" we use lofty phrases such as ' with justice for all , ' when we talk about our legal system . that phrase is etched on our u . s . supreme court building . those are just empty words if people do n ' t have access to that system . """,0,0,multirc_wrapper_max_length_direct,Who are the Majority clients of LSEO ?,Single mothers
Society_Law_and_Justice_oanc-grants_fail_to_come-1.txt:5:0,"too much money to qualify for the federally funded utah legal services , but not enough money to afford a lawyer .",0,1,multirc_wrapper_max_length_direct,Why is Frank Smith not making a lucrative salary in his law office ?,Lower fees
Wiki_articles-paragraphs-wikiAlbert Bandura-0.txt:3:3,"48 . bandura served as a member of the apa board of scientific affairs from 1968 to 1970 and is well known as a member of the editorial board of nine psychology journals including the journal of personality and social psychology from 1963 to 1972 . at the age of 82 , bandura was awarded the grawemeyer award for psychology .",0,1,multirc_wrapper_max_length_direct,What year was the youngest president elected in the APA ?,1973
Wiki_articles-paragraphs-wikiAlbert Bandura-0.txt:6:3,"member of the apa board of scientific affairs from 1968 to 1970 and is well known as a member of the editorial board of nine psychology journals including the journal of personality and social psychology from 1963 to 1972 . at the age of 82 , bandura was awarded the grawemeyer award for psychology .",0,1,multirc_wrapper_max_length_direct,What is the name of the psychologist who is known as the originator of social learning theory ?,Bandura
Wiki_articles-paragraphs-wikiAlbert Camus-12.txt:0:1,"could move sideways to reduce the size of each depicted location and the whole stage rotated to allow for immediate set transformations . camus put the painter and set decorator mayo , who had already illustrated several of camus ' novels ( the stranger - 1948 ed . ) , in charge of the demanding task of designing these multiple and complex theater sets .",1,1,multirc_wrapper_max_length_direct,What play opened in January 1959 at the Antoine Theatre in Paris ?,Dostoyesvsky's Demons
Wiki_articles-paragraphs-wikiAlbert Camus-9.txt:7:4,", the first man ( 1995 ) , which camus was writing before he died . the novel was an autobiographical work about his childhood in algeria .",1,0,multirc_wrapper_max_length_direct,Which two books of Camus that have posed a scholarly debate ?,The Stranger and The First Man
Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt:14:2,"had a relationship with her since 1912 . she was a first cousin maternally and a second cousin paternally . in 1933 , they emigrated to the united states . in 1935 , elsa einstein was diagnosed with heart and kidney problems ; she died in december 1936 .",0,0,multirc_wrapper_max_length_direct,Einstein and Maric were married for ?,5 years
Wiki_articles-paragraphs-wikiAlbrecht Durer-17.txt:1:1,""" . durer also appears to have been collecting for his own cabinet of curiosities , and he sent back to nuremberg various animal horns , a piece of coral , some large fish fins , and a wooden weapon from the east indies . having secured his pension , durer finally returned home in july 1521 , having caught an undetermined illness - - perhaps malaria - - which afflicted him for the rest of his life , and greatly reduced his rate of work .",0,0,multirc_wrapper_max_length_direct,"What was more beautiful than miracles , according to Durer ?","100,000 florins"
Wiki_articles-paragraphs-wikiAlbrecht Durer-25.txt:1:3,"the use of transformations to a coordinate grid to demonstrate facial variation inspired similar work by d ' arcy thompson in his book on growth and form . the lutheran church remembers durer as a great christian annually on april 6 , along with lucas cranach the elder and hans burgkmair . the liturgical calendar of the episcopal church ( usa ) remembers him , cranach and matthias grunewald on august 5 .",0,1,multirc_wrapper_max_length_direct,Who was not intimidated by Durer in producing large engravings ?,Leyden
Wiki_articles_wikiAlexander II of Russia-0.txt:2:3,"congress of berlin in 1878 , alexander abided by that agreement . among his greatest domestic challenges was an uprising in poland in 1863 , to which he responded by stripping that land of its separate constitution and incorporating it directly into russia . alexander was proposing additional parliamentary reforms to counter the rise of nascent revolutionary and anarchistic movements when he was assassinated in 1881 .",1,0,multirc_wrapper_max_length_direct,Why is Alexander II called Aleksandr Osvoboditel ?,He was like Peter the Great
Wiki_articles_wikiAlexander II of Russia-0.txt:3:7,"in 1878 , alexander abided by that agreement . among his greatest domestic challenges was an uprising in poland in 1863 , to which he responded by stripping that land of its separate constitution and incorporating it directly into russia . alexander was proposing additional parliamentary reforms to counter the rise of nascent revolutionary and anarchistic movements when he was assassinated in 1881 .",0,1,multirc_wrapper_max_length_direct,How many years after the end of the war with Turkey was Alexander II assassinated ?,3
Wiki_articles_wikiAlexander II of Russia-11.txt:15:2,also be seen as an attempt to dilute ties with sweden .,1,1,multirc_wrapper_max_length_direct,What were the results for Finland establishing its own language ?,It opened up opportunities for a larger population of the society and diluted ties with Sweden
Wiki_articles_wikiAlexander II of Russia-11.txt:5:2,encouraging finnish nationalism and language can also be seen as an attempt to dilute ties with sweden .,1,1,multirc_wrapper_max_length_direct,How did encouraging Finnish language help the people ?,It diluted ties with Sweden and increased its autonomy from Russia
Wiki_articles_wikiAlexander the Great-11.txt:3:1,"that he wanted a better bride for him . philip exiled four of alexander ' s friends , harpalus , nearchus , ptolemy and erigyius , and had the corinthians bring thessalus to him in chains .",1,1,multirc_wrapper_max_length_direct,After fleeing Macedon who treated Alexander as a guest ?,The Illyrian King
Wiki_articles_wikiAlexander the Great-11.txt:6:0,"' s friends , harpalus , nearchus , ptolemy and erigyius , and had the corinthians bring thessalus to him in chains .",1,1,multirc_wrapper_max_length_direct,Why did Philip stop negotiations and scold Alexander ?,Because Alexander sent an actor to tell Pixodarus that he should offer his daughter to him instead because Arrhidaues was illegitimate
Wiki_articles_wikiAlexander the Great-18.txt:10:0,"razed the city and divided its territory between the other boeotian cities . the end of thebes cowed athens , leaving all of greece temporarily at peace . alexander then set out on his asian campaign , leaving antipater as regent .",0,1,multirc_wrapper_max_length_direct,How did the Thebans rebel against Alexander ?,Decided to fight
Wiki_articles_wikiAlexander the Great-18.txt:3:0,"the city and divided its territory between the other boeotian cities . the end of thebes cowed athens , leaving all of greece temporarily at peace . alexander then set out on his asian campaign , leaving antipater as regent .",1,0,multirc_wrapper_max_length_direct,Did Alexander begin his Asian campaign before his defeat of Thebes ?,Before
Wiki_articles_wikiAlexander the Great-34.txt:2:2,"pages . his official historian , callisthenes of olynthus , was implicated in the plot ; however , historians have yet to reach a consensus regarding this involvement . callisthenes had fallen out of favor by leading the opposition to the attempt to introduce proskynesis .",1,1,multirc_wrapper_max_length_direct,Was Philotas 's father killed because he was ?,Yes
Wiki_articles_wikiAlexander the Great-50.txt:4:1,", and 40 years of war between "" the successors "" ( diadochi ) ensued before the hellenistic world settled into four stable power blocks : ptolemaic egypt , selucid mesopotamia and central asia , attalid anatolia , and antigonid macedon . in the process , both alexander iv and philip iii were murdered .",0,0,multirc_wrapper_max_length_direct,What arrangement was rejected by the infantry and Meleager ?,The discussion
Wiki_articles_wikiAlexander the Great-50.txt:5:0,"of war between "" the successors "" ( diadochi ) ensued before the hellenistic world settled into four stable power blocks : ptolemaic egypt , selucid mesopotamia and central asia , attalid anatolia , and antigonid macedon . in the process , both alexander iv and philip iii were murdered .",1,1,multirc_wrapper_max_length_direct,What is the discrepancy over what Alexander did on his deathbed ?,Who he chose as successor
wikiMovieSummaries-10376197.txt:9:6,"tower to rescue the stranded train , but he insists that tillie will never do the job . jebediah turns down his offer to pull the train because of his age , and returns to the roundhouse . chip and tillie sneak past the sleeping tower and pulls the birthday train up a mountain .",0,0,multirc_wrapper_max_length_direct,Who are the three human characters ?,Perky
wikiMovieSummaries-18640799.txt:8:3,"billboard above her apartment . the owner of kalpana ' s advertising firm misinterprets this as a romantic advance , and in view of a possible lucrative air voice ad campaign and other benefits , encourages kalpana to accept the overture .",0,1,multirc_wrapper_max_length_direct,"Every 15 minutes , Sanjay goes through what process , Which frustrates his attempts to avenge the death of his sweetheart ?",He forgets about facts
