annotation_id,text,pred_label,label,method,question,answer
Fiction_gutenberg-10221.txt:13:3,telegram . . . be reason . . . mr . driggs - - . bore mr . steadman ill - will . wrapper . wrapper . mr . steadman mr . driggs at imaginary .,0,0,multirc_lei_top_k_direct,Who bore Mr. Steadman no Ill will for his plain talk ?,The main guy
Fiction_gutenberg_withoutQuotes_gutenberg-106-0.txt:0:1,tibo . saplings strips rawhide beasts . bukawai tibo . hyenas snarling and were lost . bukawai saplings seizing tibo roughly by the arm him narrow passage . . tibo . bukawai . . poor little tibo bukawai witch - doctor outcast society angelic . given . shrewd cunning bukawai witch - doctor .,0,1,multirc_lei_top_k_direct,Who arrived at the cave with Tibo ?,Bukawai
Fiction_gutenberg_withoutQuotes_gutenberg-106-0.txt:9:1,"<S> tibo cave . . saplings strips rawhide beasts . bukawai tibo . hyenas snarling , and were lost . bukawai saplings seizing tibo roughly by the arm him narrow rocky passage . . tibo . bukawai . . poor tibo bukawai witch - doctor angelic . given . shrewd cunning bukawai witch - doctor .",0,1,multirc_lei_top_k_direct,The opening to what was low and narrow ?,The mouth of the cave
Fiction_gutenberg_withoutQuotes_gutenberg-10641-0.txt:1:3,"cavour younger son family entered the army . government charles felix , . . agricultural same . . parliament chamber of deputies . government war with austria charles albert abdicated victor emmanuel became king cavour . minister of commerce ; prime minister . .",0,1,multirc_lei_top_k_direct,How many years after he entered the army did Cavour become prime minister ?,Twenty six
Fiction_gutenberg_withoutQuotes_gutenberg-11249-0.txt:1:2,"the poe . child . . allan . allan . understand the boy particularly displeased edgar run into debt college . edgar must leave university go counting room . tie up . . , poe . not be true , were . . allan and classical school . gentleman edgar , - - fault from . .",0,1,multirc_lei_top_k_direct,Why did Edgar leave University ?,"His father didn't understand him, and he had debts"
Fiction_gutenberg_withoutQuotes_gutenberg-11508-0.txt:0:2,"<S> meantime retreated lava beds soldiers . general wheaton lakes , camps , general canby . general wheaton . as settlers mutual entire and volunteers van bremer ranch lava beds general wheaton ranch . van bremer ranch . volunteers . . general wheaton . , . . all most they , fellow citizens . .",0,0,multirc_lei_top_k_direct,"When the narrator arrived at the headquarters , approximately how many men were present ?",525 men
Fiction_gutenberg_withoutQuotes_gutenberg-11508-0.txt:2:6,"retreated beds . general wheaton lakes camps general canby . general wheaton . as settlers up mutual entire and volunteers van bremer ranch lava beds general wheaton ranch . van bremer ranch . captains o . c . applegate general wheaton . . . , citizens . .",0,0,multirc_lei_top_k_direct,Where were the volunteers under Captains O.C. Applegate and Kelly to be concentrated once under the command of General Wheaten ?,District of the Lake
Fiction_mctest-mc160.dev.12-0.txt:3:1,house cat . cowboy . cowboy very . cowboy great . cowboy cowboy blanket toy . cowboy tomatoes juice seeds . cowboy . cowboy little kids . cowboy . . cowboy . great .,0,0,multirc_lei_top_k_direct,Why was Cowboy not a nice cat ?,Bite
Fiction_mctest-mc160.dev.12-0.txt:5:1,house cat . cowboy . cowboy . cowboy great . cowboy cowboy blanket toy . cowboy tomatoes juice seeds . cowboy . cowboy ball blanket kids . cowboy . . cowboy . great big .,1,1,multirc_lei_top_k_direct,Where did Cowboy hide in the great big house when he was being mean ?,Curled up tight in a ball under a blanket or behind a corner
Fiction_mctest-mc160.test.12-0.txt:1:1,susan birthday . . . susan . . friend . friend . friend . . susan . . friend susan . susan friend .,0,1,multirc_lei_top_k_direct,Did Susan call her friends before or after asking her mother ?,Before asking her mother
History-Anthropology_oanc-HistoryEdinburgh-4.txt:0:4,scots baby mary stuart the queen scots . henry viii infant mary henry scotland . english king independence . catherine anne viii . country scots . scots . english army scots young queen dauphin francois king . . 18 year old mary scotland reformation protestant parliament pope . protestant cousin elizabeth tudor english throne elizabeth virgin queen . mary crown elizabeth . mary edinburgh protestant reformer john knox . giles . young henry darnley elizabeth darnley margaret tudor throne . royal apartments edinburgh mary birth son prince james . darnley mary .,1,0,multirc_lei_top_k_direct,What did the Scots refuse to do that sent Henry rampaging through Scotland ?,"The Scots denounced Henry's wife, Anne Bolyn"
History-Anthropology_oanc-HistoryItaly-1.txt:0:3,: romulus . . c . . etruscan domination monarchy 510 b . c . . other italian cities consuls . b . c . romans peninsula . . b . c . . mediterranean punic carthage tunisia asia minor . . etruscan hannibal 218 b . c . . punic b . c . national solidarity way . julius caesar b . c .,0,1,multirc_lei_top_k_direct,What leader gave Rome national solidarity ?,Julius Caesar
History-Anthropology_oanc-HistoryItaly-1.txt:13:2,: romulus . . c . . etruscan domination monarchy revolt 510 b . c . . other italian cities weakened consuls . b . c . romans peninsula . rome . b . c . . mediterranean punic carthage tunisia asia minor . . etruscan hannibal 218 b . c . . punic b . c . national way . julius caesar b . c .,0,0,multirc_lei_top_k_direct,How long was Rome ruled as a monarchy ?,510
History-Anthropology_oanc-HistoryMadrid-2.txt:2:7,"golden ferdinand and isabella transformation . world . golden economic international art literature . ferdinand and isabella crown . their grandson assumed the throne in 1516 was born flanders charles express . . young title roman emperor charles v . crown . monarch dissatisfied . comuneros , number . rebels . king . .",1,1,multirc_lei_top_k_direct,What event occurred that gave Charles V the undeniable message that he needed to pay more attention to his Spanish constituency ?,The comuneros revolt
History-Anthropology_oanc-HistoryMallorca-6.txt:2:0,": civil war the sidelines world war ii the oppressive franco . 1950s the rest of europe . economy society . country . rest europe , foreign franco . mallorca menorca balearics . franco juan carlos the dictator . franco king democracy . freedoms autonomy to regions the balearics their languages and cultures . more a part of europe joined the european community european union ) booming . tourism term consequences . balearics islas .",1,0,multirc_lei_top_k_direct,Why was there not very high tourism in Spain during Franco 's regime and what happened that allow tourism to increase,"Franco isolated Spain, but World War II encouraged tourism"
History-Anthropology_oanc-HistoryMallorca-6.txt:5:2,": civil war the sidelines world war ii franco . , 1950s the rest of europe . southern migration economy society . the country tourism . rest , foreign franco . balearics . franco juan carlos dictator . franco king democracy . repression freedoms autonomy were to regions balearics their languages and . more a part of europe joined the european community european union ) booming . tourism damaging term consequences . balearics islas .",0,1,multirc_lei_top_k_direct,When did tourism in Spain explode into an annual southern migration ?,The late 1950's
News_CNN_cnn-3aad69ac9173d0db3e5f477b85d4a2ae8b26d019.txt:1:5,"- - rock emmy - winning father - - ' know . chris rock ' rock n ' t . daughter ' one friends seat . friend ] ' . . rock . [ ] : baby ' . , ' "" he . . rock n ' . "" he . rock self - esteem - lives - women . rock . black woman hair . he . . asian girl girl .",0,0,multirc_lei_top_k_direct,Why did Chris Rock begin looking into black women 's hair ?,Touch hair
News_CNN_cnn-3aad69ac9173d0db3e5f477b85d4a2ae8b26d019.txt:2:1,"- chris rock emmy - winning father - - ' know chris rock ' rock n ' t . daughter ' one friends back seat . friend hair ] ' . . ' rock . [ ] : baby ' . , ' "" . . rock n ' . he . self - esteem - lives women . hair . black woman . he . . asian girl girl .",0,0,multirc_lei_top_k_direct,"Which women do not allow men to touch their hair , according to Chris Rock ?",A little Girl
News_CNN_cnn-3abe9f2e405be1e0b8bb42ef76ed520a6f1bf37e.txt:8:1,"<S> salomon melgen eye sen . menendez . tape men and women lugged box box materials melgen palm . both members health and human services bureau leverock melgen . ( ) / leverock . . to , tuesday melgen menendez . . senator . ' , ' tuesday government melgen . menchel melgen . retaliation fbi . melgen government menchel . caller , women ' menendez . . - - - - menendez . menendez dominican republic melgen .",1,1,multirc_lei_top_k_direct,Did Melgen and Menendez have established connections with one another ?,Yes
News_CNN_cnn-3b07f5102c69e3e609d73b2ccb0dc5549d4fbaf6.txt:1:2,"<S> ( ) - - mata miami dade . year old officer trafficking organization . criminal . . mata also milk man police officer drug trafficking organization in exchange money gifts rolex . mata assassins . . , ( ) mata . mata . mata airport weapons on luggage miami republic . trafficking organization organization narcotics pallets produce bananas . organization .",0,1,multirc_lei_top_k_direct,What is the name of the officer ?,Ralph Mata
News_CNN_cnn-3b0ff8796ddf508d1f1ef4c66ba29835ab642e7f.txt:14:3,hurlburt field florida ) - - air force - 22 osprey injuring crew members . crash . . field nicholson . crew members hospital nicholson extent . accident . osprey wing force . . osprey defense cheney . osprey corps crew . corps osprey - crew members 15 passengers crew . osprey . force ospreys . deployed marines .,0,0,multirc_lei_top_k_direct,"When the Marines deployed the Osprey , how long had it been in development ?",7 years
News_CNN_cnn-3b13a7fecb77be63cac1e9286b83f61b5784f387.txt:4:2,delhi india - hindu indian state orissa thursday group state kandhamal . krishan kumar kandhamal raikia . orissa state tribal people bay of bengal east central india kandhamal state hindu christian violence . praveen kumar kandhamal . civilians hindu - kandhamal . kumar . india federal . home madhukar gupta orissa state . - - shah,0,0,multirc_lei_top_k_direct,What is the name of the bay that borders the state in which a group attacked a church ?,Bay of Orissa
News_CNN_cnn-3b159c09888b61241afe848844510478546353d4.txt:3:2,( ) - - gabriel garcia marquez one american ministry . nobel prize recipient gabo . ministry . garcia marquez . president enrique pena . garcia marquez born colombian town years . the nobel prize for nobel prize . garcia marquez . manuel santos . gabriel garcia marquez . espanol .,0,0,multirc_lei_top_k_direct,"How many years after the novel "" One Hundred Years of Solitude "" was written did Gabo get a Nobel Prize ?",25 years
News_CNN_cnn-3b2f008a5acf3285163a3b32329d92c0ccde914d.txt:7:1,' rodman pyongyang korea . 12 . rodman anchor cuomo ' rat ' s ass what the hell bae american korea ' north korea . kim jong un uncle most cnn to not . north korea . regime injustices quirks and dysfunctions peace liberty . rodman north korea ' eye american athlete country . rodman north korea paddy . america north korea spotlight player rodman home country . . state department prom . to do with state department rodman . state department rodman nuclear test launch .,0,1,multirc_lei_top_k_direct,How many trips has Dennis Rodman made to North Korea in under 12 months ?,4
News_CNN_cnn-3b3301b2f6a5c4974baf18b4cf109206829dbc29.txt:0:0,<S> london ( ) filmmaker screenwriter and playwright leigh leigh n ' t . . . ' . oscars as director award cannes film festival palme d ' or & lies ' festival . leigh . leigh . room international screenwriters ' festival . ? leigh . do n ' t . . . ' . : do : . : . ' .,0,0,multirc_lei_top_k_direct,Was Mike Leigh an Academy Award - nominated screenwriter ?,Cannes Film Festival
News_CNN_cnn-3b36c94018ae586b3a550a2850e10be30f684c0a.txt:1:1,"( ) - - hundreds of workers caterpillar factory workers . caterpillar ' staff are . workers cutbacks . released . company . workers caterpillar benoit workers ' union . caterpillar benoit . hostage captives caterpillar . . petit , union patrick . petit patrick . petit . .",0,0,multirc_lei_top_k_direct,Was the number of estimated employees protesting greater or lesser than the number of employees the executives were proposing to lay off ?,Even
News_CNN_cnn-3b4024de1da6390fe09f844b9318baa0f1756b4b.txt:1:3,( ) - - german art collector cornelius gurlitt was pieces the nazis the masterpieces swiss . gurlitt ' s death the museum of fine arts bern gurlitt heir . museum gurlitt . . gurlitt . gurlitt works picasso matisse . have the nazis . gurlitt ' cultural ministry . agreement gurlitt . task force - descendants . gurlitt art collector . estate .,0,0,multirc_lei_top_k_direct,Will the investigations into the art collection continue after the death of Cornelius Gurlitt ?,They are to be held while a task force investigates their provenance
Science-textbook_science-g3-28.txt:0:1,"<S> but . bit . you . , . , . . . ? . . . . . moon off . . . however , farther apart .",1,1,multirc_lei_top_k_direct,What is the range and strength of gravity ?,It weakens the bigger the distance is
Science-textbook_science-g3-28.txt:4:2,"<S> but . bit . you . , . , . . . ? . . . . . off . . . however , farther apart .",1,0,multirc_lei_top_k_direct,Why is gravity special ?,It is causes objects to fall
Science-textbook_science-g3-39.txt:6:1,"<S> and . . number . , . . . . and . was or ? or ? . warm cold . or ? . some . .",1,1,multirc_lei_top_k_direct,How can the environment of places change over time ?,Hot becomes cold
Science-textbook_science-g3-9.txt:1:2,"<S> what ? . , . in what ways can ? object . objects . object . also direction . in , . both . . . . . also . . . .",0,1,multirc_lei_top_k_direct,What do you apply to an object to make it move or stop ?,Apply force on the ball
Science-textbook_science-g4-107.txt:0:0,"<S> . . still , . earth . earth . . younger . older . organism . was or ? . .",1,1,multirc_lei_top_k_direct,What are three things scientists learn from fossils ?,History of life on earth
Science-textbook_science-g4-121.txt:7:2,"<S> . . , another . or piece of . do nt , why ? . . . . . and . one . , away at other . . . wind . other rocky wind . .",0,0,multirc_lei_top_k_direct,Abrasion and ice wedging are both forms of what kind of weathering ?,Erosive weathering
Science-textbook_science-g4-121.txt:8:3,"<S> . . like , not another . or piece . do nt , why ? . . downhill . . . and . one . , away at other . . . wind . other wind . .",1,1,multirc_lei_top_k_direct,How does gravity cause rocks to move ?,They may roll downhill
Science-textbook_science-g4-138.txt:8:6,. . thermal conductors . are poor . both and . thermal . . be a liquid gas . . . . thermal energy . . . .,0,0,multirc_lei_top_k_direct,What is an example of radiant heat ?,Liquid
Science-textbook_science-g4-142.txt:3:0,"<S> . you . where person ? yes , . , . reflection ? . reflection . do you reflection ? ? ? . same you , . reflection . . . are .",1,1,multirc_lei_top_k_direct,What happens when you look at your reflection ?,You see a reverse image of yourself
Science-textbook_science-g4-5.txt:2:3,"<S> . . . , . while they also . they , so how can ? . energy . object . . . potential energy . potential . potential . . . leaf , .",0,0,multirc_lei_top_k_direct,What is an example of potential energy ?,Conduction
Science-textbook_science-g4-5.txt:5:2,"<S> . . . , . while they also . they not , so how can ? . . object . . . potential . potential . potential . . . leaf , .",0,0,multirc_lei_top_k_direct,What happens to trees in autumn ?,They are in motion
Science-textbook_science-g4-80.txt:5:2,". . . , . , . : = . . . family . . ? = = / 3h also ( / ) . meters ( m / s ) . this .",0,0,multirc_lei_top_k_direct,How do you calculate speed in the U.S. ?,In Liters per Second
Science-textbook_science-g4-80.txt:9:2,". . . , . , . : = . . family . ? = = / 3h also ( / ) . ( m / s ) . this .",0,0,multirc_lei_top_k_direct,What is the unit for speed and who uses it ?,KPH - US
Science-textbook_science-g5-67.txt:7:4,"<S> renewable . . . renewable . ! just does nt . n ' t . . . water source . . , may . . that s . but out . 16 .",1,1,multirc_lei_top_k_direct,What are some renewable resources ?,Water
Science-textbook_science-g5-74.txt:1:6,<S> . objects . that s universal gravitation . universal gravitation objects same . apple moon . universal gravitation on . . . . outer as .,0,0,multirc_lei_top_k_direct,Why is Newton 's law of gravity called the law of universal gravitation ?,It is the center of the universe
Science-textbook_science-g5-78.txt:11:0,"<S> ! younger sister . . ? and each . do could have younger sister ? that s , mixture . . separate . its fireplace . . .",0,0,multirc_lei_top_k_direct,What kind of change would have happened if your sister had thrown your LEGOs into the fireplace ?,A physical change
Science-textbook_science-g5-78.txt:6:3,"<S> ! younger sister . . ? and each . do could have younger sister ? that s , mixture . . separate . its fireplace . . .",0,0,multirc_lei_top_k_direct,What could your sister have done to cause a chemical change in the LEGOS,Made a mess with them
Science-textbook_science-g5-88.txt:1:3,"<S> 23 / 2 . . at same time the other hemisphere . hemisphere 21 . sun . hemisphere . pole hemisphere sun cooler . hemisphere . hemisphere . hemisphere southern hemisphere , and vice versa . ? . . equator . . .",0,0,multirc_lei_top_k_direct,What happens on June 21 in the Northern Hemisphere ?,Summer ends.
Sept11-reports_oanc-chapter-13.1-29.txt:7:2,9 / 11 cia paramilitary . . personnel . cia operatives training . . either or separate capabilities military standoff foreign military or paramilitary forces . concentrate entity . 9 / 11 joint cia - military teams covert clandestine . . each joint missions . . cia . the military has . these ; also - . overlapping and . cia military . cia . secrecy national component agencies . separate appropriations billions intelligence . .,1,0,multirc_lei_top_k_direct,What should the United States do instead of concentrating on two entities to carry out secret military operations ?,Pass a separate appropriations act for intelligence keeping the amounts of money secret
Sept11-reports_oanc-chapter-2-4-2.txt:11:4,bin laden the . al qaeda fatwa occupation islamic . forces bin laden fatwa . bin laden to cut off head the . bin laden islamist egypt arabian peninsula - . terrorist . bin laden . wali khan bin laden . sheikh bin laden . abu zubaydah border . were operatives ramzi yousef khalid sheikh mohammed members world bin laden sheikh . terrorist al qaeda . . bin laden agenda . islamist egypt algeria bin laden enemy united . . s troops deployed al qaeda fatwa . . .,1,0,multirc_lei_top_k_direct,Who were considered Bin Laden 's peers ?,Abu Zubaydah
Sept11-reports_oanc-chapter-2-4-2.txt:8:7,bin laden the . al qaeda fatwa occupation islamic . forces bin laden fatwa . bin laden cut off head the . bin laden islamist egypt arabian peninsula - . terrorist . bin laden . wali khan bin laden . sheikh bin laden . abu zubaydah border . were operatives ramzi yousef khalid sheikh mohammed members else organization world bin laden sheikh . terrorist al qaeda . . bin laden agenda . islamist egypt algeria bin laden enemy the united . . troops deployed al qaeda fatwa . . .,0,0,multirc_lei_top_k_direct,Where did   Bin Laden go after he left Saudi Arabia,Iraq
Sept11-reports_oanc-chapter-3-2.txt:16:2,"<S> national security the director central intelligence ( dci ) . departments defense other policy , the dci . . intelligence community provides entities . intelligence community a cabinet cia . as independent agency . cia president also . . dci president . "" intelligence community . or she intelligence . dci . . dci president secretary defense . intelligence department defense . . defense department military . defense department .",0,0,multirc_lei_top_k_direct,What does the CIA do and who is the agency 's number one customer ?,Collects intelligence and its number one customer is the citizens of America
Sept11-reports_oanc-chapter-6-2.txt:2:5,national security counterterrorism berger tenet ubl millennium . president clinton reprisals taliban attacks . . interests bin laden . berger al qaeda cia millennium principals clarke counterterrorism security csg ) al qaeda . csg taliban al qaeda . clarke berger . taliban . general anthony zinni commander of command centcom ) president special envoy general musharraf bin laden zinni ambassador milam musharraf . cia foreign security detain at suspected bin laden tenet counterparts terrorists in countries . president clinton cia bin laden . . capture kill . 16tenet,1,0,multirc_lei_top_k_direct,"When the outreach to the Taliban gained no response , how did General Zini approach Pakistan ?",General Zinni asked General Musharraf to start arrest operations
Sept11-reports_oanc-chapter-6-30.txt:1:5,"bush john ashcroft senator general . justice ashcroft . clarke attorney general ashcroft directorate . attorney general . ashcroft president . senior . fbi terrorism . fbi counterterrorism watson , justice department . watson justice department fbi , civil rights . fbi year fbi counterterrorism year . additional fbi winter olympics city ) security fbi wmd . , justice department fiscal year . attorney general . protect citizens terrorist attacks . "" crimes narcotics trafficking civil rights .",0,0,multirc_lei_top_k_direct,What did the FBI 's assistant director for counterterrorism believed the Justice Department wanted the FBI to do ?,Shape plans for the federal budget
Sept11-reports_oanc-chapter-6-30.txt:9:0,bush john ashcroft senator attorney general . justice ashcroft number fbi . clarke attorney general ashcroft directorate . attorney general . ashcroft nor president . senior . fbi terrorism . fbi counterterrorism watson justice . watson justice department civil rights . fbi year fbi counterterrorism year . additional fbi winter olympics city ) security fbi wmd . justice department year . attorney general congressional terrorism . nation protect citizens terrorist attacks . trafficking civil rights .,0,0,multirc_lei_top_k_direct,"Who testified at a congressional hearing that , "" one of the nation 's most fundamental responsibilities is to protect its citizens from terrorist attacks "" ?",Dale Watson
Society_Law_and_Justice_oanc-5_Legal_Groups-0.txt:4:1,"lake poor , ethnic minorities , seniors and people with disabilities . community legal center . justice for all joint fund - raising alliance non - profit justice for all and foundations joint fund community legal joint public law groups aid disability cultural lawyer community legal staff members the five agencies . all of the agencies reception . gateway . ' as well clients . non - profit . shared . cookies brownies . jaye erik . hardwood . . olafsons",1,0,multirc_lei_top_k_direct,"What five groups work under the "" And Justice For All "" project ?","Utah lawyers and foundations, was the first joint fund-raising campaign of legal services agencies in the country, and the Community Legal Center is the first joint office project of public service law groups"
Society_Law_and_Justice_oanc-A_helping_hand-3.txt:13:0,"<S> row . stipend pantyhose . dollars . a slumlords poor families . those . poverty . . . . . . . "" mintie . such eviction or social security benefits . slum housing such cockroaches ear canals rat bite children . mintie health graduating debts also n ' the poor . oprah winfrey . mintie your life oprah angel others . mintie money recipients - - . funds . . , mintie .",0,0,multirc_lei_top_k_direct,"What did Mintie use the "" Use Your Life Award "" on ?",She spent it on her own
Society_Law_and_Justice_oanc-A_helping_hand-3.txt:5:0,"<S> row . stipend pantyhose . dollars . a slumlords poor families . those . poverty . . . . . . . "" mintie . such eviction or loss social security benefits . slum housing such cockroaches ear canals rat bite particularly children . mintie health graduating debts also n ' t the poor . oprah winfrey . mintie $ life oprah angel others . mintie money recipients - . funds . . mintie .",0,0,multirc_lei_top_k_direct,Where did her million dollar organization start ?,Florida
Society_Law_and_Justice_oanc-Attorney_gives_his_time-2.txt:1:1,"richard smith senior citizens . smith n ' t want any . "" ' m saint , old . "" ' m just . twyla sketchley "" a saint . smith williams seniors attorney other . smith . . ' n ' , smith . ' . smith sketchley beatrice williams jackson . ' . . . ' . smith ' . , . smith income families and individuals . ' . ) .",0,1,multirc_lei_top_k_direct,Do people say positive things about Smith ?,Yes
Society_Law_and_Justice_oanc-Attorney_gives_his_time-2.txt:2:2,"richard smith senior citizens charge . smith n ' t want any . "" ' m saint , year old . "" ' . twyla sketchley behind "" a saint . smith williams attorney other . . . ' n ' t , "" smith . ' . smith sketchley beatrice williams jackson . ' . . . ' . smith ' . , . smith income families individuals . ' . ) .",0,0,multirc_lei_top_k_direct,How old was Richard when he started helping senior citizens free of charge ?,80
Society_Law_and_Justice_oanc-Bias_on_the_Job-2.txt:4:1,<S> women and minorities benefiting employment the discrimination rutgers school newark . 000 employers workers affected discrimination . employers discriminated against women or minorities least job category equal employment opportunity commission eeo . women or minority workers . discriminator women or minorities . employment norm . employers core . women and minorities women or minorities . women and minorities . . . eeo1 . blumrosens e . e . o . . commission .,0,1,multirc_lei_top_k_direct,Which school conducted the study and by whom ?,Rutgers School of Law in Newark
Society_Law_and_Justice_oanc-Disaster_center-2.txt:1:1,<S> fema kerrville homes . lindsay fema . relief floods . fema 8 housing . lindsay . chapter red cross victims red cross . andreas fema red cross . ' andreas . . red cross . . . . . andreas . . . victims disaster ) 504 . free assistance rural legal aid . . . . a . m . p . .,0,0,multirc_lei_top_k_direct,Why are there damaged homes in Kerrville ?,Tornadoes
Society_Law_and_Justice_oanc-Firm_to_the_Poor_Needs_Help-2.txt:5:7,lseo 25 laso . services . legal - aid . lseo tulsa united . . women and children living in . 12 000 children . lseo poor . . riggs tulsa athens . athens . honor oxley . needy rent domestic abuse custody . . . athens conner . . riggs lofty phrases ' for . . . . do n ' t .,0,0,multirc_lei_top_k_direct,Who are the Majority clients of LSEO ?,Single mothers
Society_Law_and_Justice_oanc-grants_fail_to_come-1.txt:5:0,"<S> equate . smith year minimum . for grants "" , "" . 50 25 aid . "" "" range ogden , . smith "" have to qualify funded , but not afford .",0,1,multirc_lei_top_k_direct,Why is Frank Smith not making a lucrative salary in his law office ?,Lower fees
Wiki_articles-paragraphs-wikiAlbert Bandura-0.txt:3:3,albert bandura oc ( / baen ' du @ @ / ; born 1925 ) is a social university . many social cognitive personality . social learning doll . social learning . . . . bobo doll bandura . bandura b . f . skinner sigmund freud jean piaget . bandura . bandura psychological association apa ) . president - elects apa age of . bandura apa personality social psychology . bandura .,0,1,multirc_lei_top_k_direct,What year was the youngest president elected in the APA ?,1973
Wiki_articles-paragraphs-wikiAlbert Bandura-0.txt:6:3,bandura oc ( / baen ' du @ @ / ; born 1925 ) is a social university . many social cognitive personality . social learning doll social learning . . . . bobo doll bandura . bandura . f . skinner sigmund freud jean piaget . bandura . bandura american psychological association apa ) . president - elects apa age of . bandura apa personality social psychology . bandura .,0,1,multirc_lei_top_k_direct,What is the name of the psychologist who is known as the originator of social learning theory ?,Bandura
Wiki_articles-paragraphs-wikiAlbert Camus-12.txt:0:1,algerian war 1954 camus . pieds - noirs government revolt . algerian uprising arab imperialism egypt ' anti - western offensive by russia encircle europe isolate united . greater algerian autonomy - scale independence the pieds - noirs - exist . war civilians . imprisoned algerians death penalty . camus ' . nobel prize . algerian question . left - wing intellectuals . camus . prize dostoyesvsky . antoine theatre . as . . camus camus . .,0,1,multirc_lei_top_k_direct,What play opened in January 1959 at the Antoine Theatre in Paris ?,Dostoyesvsky's Demons
Wiki_articles-paragraphs-wikiAlbert Camus-9.txt:7:4,camus . sera been soviet camus . camus buried lourmarin cemetery . he recipient age of nobel prize in literature rudyard kipling age of . he son daughter jean . camus ) stranger . . man ) camus he . autobiographical algeria .,1,0,multirc_lei_top_k_direct,Which two books of Camus that have posed a scholarly debate ?,The Stranger and The First Man
Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt:14:2,einstein maric . son albert einstein . zurich . the couple einstein zurich sons . divorced 14 february 1919 apart . eduard father tete for petit age and . mother . maric . einstein marie . so man be child . einstein marie . einstein elsa june . cousin . emigrated the . elsa einstein .,0,0,multirc_lei_top_k_direct,Einstein and Maric were married for ?,5 years
