annotation_id,text,pred_label,label,method,question,answer
Fiction_gutenberg_withoutQuotes_gutenberg-106-0.txt:0:1,"of rawhide closed it against stray beasts . bukawai removed the primitive door and pushed tibo within . the hyenas , snarling , rushed past him and were lost to view in the blackness of the interior . bukawai replaced the saplings and seizing tibo roughly by the arm , dragged him along a narrow , rocky passage .",0,1,multirc_lei_contiguous_direct,Who arrived at the cave with Tibo ?,Bukawai
Fiction_gutenberg_withoutQuotes_gutenberg-106-0.txt:9:1,"strips of rawhide closed it against stray beasts . bukawai removed the primitive door and pushed tibo within . the hyenas , snarling , rushed past him and were lost to view in the blackness of the interior . bukawai replaced the saplings and seizing tibo roughly by the arm , dragged him along a narrow , rocky passage .",0,1,multirc_lei_contiguous_direct,The opening to what was low and narrow ?,The mouth of the cave
Fiction_gutenberg_withoutQuotes_gutenberg-10641-0.txt:1:3,". in 1848 he used all his influence to induce the government to make war with austria ; and when charles albert abdicated , and victor emmanuel became king , cavour ' s great talents were rewarded . in 1850 he became minister of commerce ; in 1852 , prime minister .",0,1,multirc_lei_contiguous_direct,How many years after he entered the army did Cavour become prime minister ?,Twenty six
Fiction_gutenberg_withoutQuotes_gutenberg-11249-0.txt:1:2,"mrs . allan had . he did not understand the boy ' s peculiar and erratic nature , and was particularly displeased when he found that edgar had run into debt at college . there was an angry scene between the two , and edgar was told that he must leave the university and go into the counting - room . it appears that",0,1,multirc_lei_contiguous_direct,Why did Edgar leave University ?,"His father didn't understand him, and he had debts"
Fiction_gutenberg_withoutQuotes_gutenberg-11508-0.txt:0:2,"troops from camps warner and bidwell , while general canby sent the forces under colonel john green and major mason from ft . vancouver to join the command under general wheaton . as soon as the settlers could fort up for mutual protection , the entire forces of regulars and volunteers were concentrated at van bremer ' s ranch",0,0,multirc_lei_contiguous_direct,"When the narrator arrived at the headquarters , approximately how many men were present ?",525 men
Fiction_gutenberg_withoutQuotes_gutenberg-11508-0.txt:2:6,", while general canby sent the forces under colonel john green and major mason from ft . vancouver to join the command under general wheaton . as soon as the settlers could fort up for mutual protection , the entire forces of regulars and volunteers were concentrated at van bremer ' s ranch west of the lava beds under general wheaton",0,0,multirc_lei_contiguous_direct,Where were the volunteers under Captains O.C. Applegate and Kelly to be concentrated once under the command of General Wheaten ?,District of the Lake
Fiction_mctest-mc160.dev.12-0.txt:3:1,"a great big cat to hide . their great big cat was named cowboy . and cowboy was not a very nice cat . cowboy liked to bite and chew and scratch a great many things . when cowboy was happy ,",0,0,multirc_lei_contiguous_direct,Why was Cowboy not a nice cat ?,Bite
Fiction_mctest-mc160.dev.12-0.txt:5:1,. cowboy was only a cat . a great big cat that did not know any better .,1,1,multirc_lei_contiguous_direct,Where did Cowboy hide in the great big house when he was being mean ?,Curled up tight in a ball under a blanket or behind a corner
Fiction_mctest-mc160.test.12-0.txt:1:1,". susan was a little sad . on the day of the party , all five friends showed up . each friend had a present for susan . susan was",0,1,multirc_lei_contiguous_direct,Did Susan call her friends before or after asking her mother ?,Before asking her mother
History-Anthropology_oanc-HistoryEdinburgh-4.txt:0:4,"young queen married the dauphin francois , son of the french king . francois ii became king of france in 1559 but died soon after . in 1561 the 18 - year - old mary returned to a scotland in the grip of the reformation , as protestant leaders had taken control of the scottish parliament and abolished the authority of the pope . her protestant cousin , elizabeth tudor , was on the english throne , but elizabeth — the "" virgin queen "" — had no heir . mary was next in line for the english crown ,",1,0,multirc_lei_contiguous_direct,What did the Scots refuse to do that sent Henry rampaging through Scotland ?,"The Scots denounced Henry's wife, Anne Bolyn"
History-Anthropology_oanc-HistoryItaly-1.txt:0:3,"218 b . c . rome followed up defeat of the carthaginians with large - scale massacres and enslavement of their italian supporters . the third and final punic war ended in 149 b . c . , though national solidarity was still a long way off . under julius caesar , elected in 59 b . c .",0,1,multirc_lei_contiguous_direct,What leader gave Rome national solidarity ?,Julius Caesar
History-Anthropology_oanc-HistoryItaly-1.txt:13:2,"b . c . rome followed up defeat of the carthaginians with large - scale massacres and enslavement of their italian supporters . the third and final punic war ended in 149 b . c . , though national solidarity was still a long way off . under julius caesar , elected in 59 b . c .",0,0,multirc_lei_contiguous_direct,How long was Rome ruled as a monarchy ?,510
History-Anthropology_oanc-HistoryMadrid-2.txt:2:7,"political supremacy in international affairs , accompanied by marvels of art and literature . ferdinand and isabella were consummate spaniards , committed to the expansion of the crown . by contrast , their grandson , who assumed the throne in 1516 , was born in flanders in 1500 , and charles i could barely express himself in spanish .",0,1,multirc_lei_contiguous_direct,What event occurred that gave Charles V the undeniable message that he needed to pay more attention to his Spanish constituency ?,The comuneros revolt
History-Anthropology_oanc-HistoryMallorca-6.txt:2:0,"brief attempt at a military coup . after many years of repression , new freedoms and autonomy were granted to spanish regions , including the balearics , and their languages and cultures enjoyed a long - desired renaissance . more a part of europe than ever before , spain joined the european community ( now european union ) in 1986 , giving further boost to a booming economy . the tourist industry continued to expand , and though it became one of the top two income earners",0,0,multirc_lei_contiguous_direct,Why was there not very high tourism in Spain during Franco 's regime and what happened that allow tourism to increase,"Franco isolated Spain, but World War II encouraged tourism"
History-Anthropology_oanc-HistoryMallorca-6.txt:5:2,", even intervening during a brief attempt at a military coup . after many years of repression , new freedoms and autonomy were granted to spanish regions , including the balearics , and their languages and cultures enjoyed a long - desired renaissance . more a part of europe than ever before , spain joined the european community ( now european union ) in 1986 , giving further boost to a booming economy . the tourist industry continued to expand , and though it",0,1,multirc_lei_contiguous_direct,When did tourism in Spain explode into an annual southern migration ?,The late 1950's
News_CNN_cnn-3aad69ac9173d0db3e5f477b85d4a2ae8b26d019.txt:1:5,"$ 9 billion industry that affects the daily activities , wallets , self - esteem - - and even the sex lives - - of black women . because women spend so much time and money on their hair , rock says men are forced to adopt a hands - off policy . "" you can not touch a black woman ' s hair . you are conditioned not to even go there , "" he says . """,1,0,multirc_lei_contiguous_direct,Why did Chris Rock begin looking into black women 's hair ?,Touch hair
News_CNN_cnn-3aad69ac9173d0db3e5f477b85d4a2ae8b26d019.txt:2:1,"a $ 9 billion industry that affects the daily activities , wallets , self - esteem - - and even the sex lives - - of black women . because women spend so much time and money on their hair , rock says men are forced to adopt a hands - off policy . "" you can not touch a black woman ' s hair . you are conditioned not to even go there , "" he says . """,1,0,multirc_lei_contiguous_direct,"Which women do not allow men to touch their hair , according to Chris Rock ?",A little Girl
News_CNN_cnn-3abe9f2e405be1e0b8bb42ef76ed520a6f1bf37e.txt:8:1,"agents on tuesday raided a south florida office of dr . salomon melgen , an eye doctor whose past issues with authorities had already entangled sen . robert menendez . with yellow crime tape strung up outside , men and women lugged box after box of materials from melgen ' s west palm beach office into awaiting minivans . both members of the federal health and human services department and the federal bureau of investigation took part in the search , which fbi special agent michael leverock",0,1,multirc_lei_contiguous_direct,Did Melgen and Menendez have established connections with one another ?,Yes
News_CNN_cnn-3b07f5102c69e3e609d73b2ccb0dc5549d4fbaf6.txt:1:2,"year - old longtime officer worked with a drug trafficking organization to help plan a murder plot and get guns . a criminal complaint unsealed in u . s . district court in new jersey tuesday accuses mata , also known as "" the milk man , "" of using his role as a police officer to help the drug trafficking organization in exchange for money",0,1,multirc_lei_contiguous_direct,What is the name of the officer ?,Ralph Mata
News_CNN_cnn-3b0ff8796ddf508d1f1ef4c66ba29835ab642e7f.txt:14:3,"<S> hurlburt field , florida ( cnn ) - - an air force cv - 22 osprey crashed wednesday during a routine training mission north of navarre , florida , injuring five crew members aboard , a military official said . the crash occurred about 6 : 45 p . m . at hurlburt field ' s eglin range , said amy nicholson",0,0,multirc_lei_contiguous_direct,"When the Marines deployed the Osprey , how long had it been in development ?",7 years
News_CNN_cnn-3b13a7fecb77be63cac1e9286b83f61b5784f387.txt:4:2,"cnn the hindu man was hacked to death at raikia . orissa state , which is dominated by tribal people , borders the bay of bengal in east - central india , and kandhamal is located in the center of the state , which has been racked by hindu - christian violence . praveen kumar , kandhamal ' s superintendent",0,0,multirc_lei_contiguous_direct,What is the name of the bay that borders the state in which a group attacked a church ?,Bay of Orissa
News_CNN_cnn-3b159c09888b61241afe848844510478546353d4.txt:3:2,"years of solitude . "" he won the nobel prize for literature in 1982 "" for his novels and short stories , in which the fantastic and the realistic are combined in a richly composed world of imagination , reflecting a continent ' s life and conflicts , "" according to the nobel prize website . garcia marquez",0,0,multirc_lei_contiguous_direct,"How many years after the novel "" One Hundred Years of Solitude "" was written did Gabo get a Nobel Prize ?",25 years
News_CNN_cnn-3b2f008a5acf3285163a3b32329d92c0ccde914d.txt:7:1,"kim jong un ' s uncle was executed by being fed to hungry dogs , which most likely was started as satire on chinese social media but was at first reported widely in the media ( cnn was unable to confirm and did not report the story ) . in media discourse , north korea is the classic enemy . the regime ' s injustices , quirks and dysfunctions are reassuring to americans that their own country is just the opposite : normal , well - functioning , a land of peace and liberty . but",0,1,multirc_lei_contiguous_direct,How many trips has Dennis Rodman made to North Korea in under 12 months ?,4
News_CNN_cnn-3b3301b2f6a5c4974baf18b4cf109206829dbc29.txt:0:0,"london , england ( cnn ) - - british filmmaker , screenwriter and playwright , mike leigh has been in the movie business for over 35 years . leigh on screenwriting : "" i do n ' t make a conventional screenplay . . . it ' s a whole organic process . "" in that time , he has been nominated for five oscars , as well as winning the best director",0,0,multirc_lei_contiguous_direct,Was Mike Leigh an Academy Award - nominated screenwriter ?,Cannes Film Festival
News_CNN_cnn-3b36c94018ae586b3a550a2850e10be30f684c0a.txt:1:1,"<S> paris , france ( cnn ) - - hundreds of french workers , angry about proposed layoffs at a caterpillar factory , were holding executives of the company hostage tuesday , a spokesman for the workers said . caterpillar ' s french staff say they are angry about a lack of negotiations over layoffs .",1,0,multirc_lei_contiguous_direct,Was the number of estimated employees protesting greater or lesser than the number of employees the executives were proposing to lay off ?,Even
News_CNN_cnn-3b4024de1da6390fe09f844b9318baa0f1756b4b.txt:1:3,"<S> ( cnn ) - - german art collector cornelius gurlitt , whose nearly priceless collection was confiscated because it was suspected to contain pieces looted by the nazis , died tuesday and left the masterpieces to a swiss museum . one day after gurlitt ' s death at the age of 81 , the museum of fine arts bern announced that gurlitt had named it "" his unrestricted and unfettered sole heir .",0,0,multirc_lei_contiguous_direct,Will the investigations into the art collection continue after the death of Cornelius Gurlitt ?,They are to be held while a task force investigates their provenance
Science-textbook_science-g3-28.txt:0:1,"large distances . however , the force does get weaker the farther apart the objects are .",1,1,multirc_lei_contiguous_direct,What is the range and strength of gravity ?,It weakens the bigger the distance is
Science-textbook_science-g3-28.txt:4:2,"touching . in fact , gravity can act over very large distances . however , the force does get weaker the farther apart the objects are .",0,0,multirc_lei_contiguous_direct,Why is gravity special ?,It is causes objects to fall
Science-textbook_science-g3-39.txt:6:1,that are now hot and dry were once wet and cool . fossils provide a window into the past .,1,1,multirc_lei_contiguous_direct,How can the environment of places change over time ?,Hot becomes cold
Science-textbook_science-g3-9.txt:1:2,. in what ways can this happen ? force can cause an object at rest to start moving . forces can cause objects to speed up or slow down . forces can cause a moving object to stop . forces can,1,1,multirc_lei_contiguous_direct,What do you apply to an object to make it move or stop ?,Apply force on the ball
Science-textbook_science-g4-107.txt:0:0,or deep . fossils can even provide clues to ancient climates .,1,1,multirc_lei_contiguous_direct,What are three things scientists learn from fossils ?,History of life on earth
Science-textbook_science-g4-121.txt:7:2,abrasion . the wind carries sediment . this sediment is thrown against other rocky surfaces by the wind . it is like sand - blasting a rock .,0,0,multirc_lei_contiguous_direct,Abrasion and ice wedging are both forms of what kind of weathering ?,Erosive weathering
Science-textbook_science-g4-121.txt:8:3,". like ice wedging , abrasion does not change the rock into another type of rock . with abrasion , one rock or piece of sediment bumps against another rock . rocks do nt normally roll around on their own , so why",0,1,multirc_lei_contiguous_direct,How does gravity cause rocks to move ?,They may roll downhill
Science-textbook_science-g4-138.txt:8:6,. thermal conductors are materials that are good conductors of heat . thermal insulators are materials that are poor conductors of heat . both conductors and insulators have important uses . convection,0,0,multirc_lei_contiguous_direct,What is an example of radiant heat ?,Liquid
Science-textbook_science-g4-142.txt:3:0,"mirror . the person looking back at you looks just like you . where does that reflected person appear to be standing ? yes , they appear to be on the other side of the mirror . that is really strange",0,1,multirc_lei_contiguous_direct,What happens when you look at your reflection ?,You see a reverse image of yourself
Science-textbook_science-g4-5.txt:2:3,", they have kinetic energy . while they are still attached to the trees they also have energy . when they are attached they are not in motion , so how can they have energy ? instead of kinetic energy ,",1,0,multirc_lei_contiguous_direct,What is an example of potential energy ?,Conduction
Science-textbook_science-g4-5.txt:5:2,", they have kinetic energy . while they are still attached to the trees they also have energy . when they are attached they are not in motion , so how can they have energy ? instead of kinetic energy ,",1,0,multirc_lei_contiguous_direct,What happens to trees in autumn ?,They are in motion
Science-textbook_science-g4-80.txt:5:2,mi / h 3h the speed of a car may also be expressed in kilometers per hour ( km / h ) . the si unit for speed is meters per second ( m / s ) . this is,0,0,multirc_lei_contiguous_direct,How do you calculate speed in the U.S. ?,In Liters per Second
Science-textbook_science-g4-80.txt:9:2,for speed is meters per second ( m / s ) . this is the unit of measure a scientist would use .,0,0,multirc_lei_contiguous_direct,What is the unit for speed and who uses it ?,KPH - US
Science-textbook_science-g5-67.txt:7:4,make more fish . but water pollution and overfishing can cause them to die out if their population becomes too low . figure 2 . 16 shows another example .,0,1,multirc_lei_contiguous_direct,What are some renewable resources ?,Water
Science-textbook_science-g5-74.txt:1:6,not only on earth but in outer space as well .,1,0,multirc_lei_contiguous_direct,Why is Newton 's law of gravity called the law of universal gravitation ?,It is the center of the universe
Science-textbook_science-g5-78.txt:11:0,"tray . what do you think you could have called the mess your younger sister created ? that s right , it is a mixture . fortunately , it was a physical change and she",0,0,multirc_lei_contiguous_direct,What kind of change would have happened if your sister had thrown your LEGOs into the fireplace ?,A physical change
Science-textbook_science-g5-78.txt:6:3,"each back into their specific place in the tray . what do you think you could have called the mess your younger sister created ? that s right , it is a mixture . fortunately",0,0,multirc_lei_contiguous_direct,What could your sister have done to cause a chemical change in the LEGOS,Made a mess with them
Science-textbook_science-g5-88.txt:1:3,"<S> the earth is tilted 23 1 / 2 on its axis . this means that as the earth rotates , one hemisphere has longer days with shorter nights . at the same time the other hemisphere has shorter days and longer nights . for example , in the northern hemisphere",0,0,multirc_lei_contiguous_direct,What happens on June 21 in the Northern Hemisphere ?,Summer ends.
Sept11-reports_oanc-chapter-13.1-29.txt:7:2,"military training . the results were unsatisfactory . whether the price is measured in either money or people , the united states can not afford to build two separate capabilities for carrying out secret military operations , secretly operating standoff missiles , and secretly training foreign military or paramilitary forces . the united states should concentrate responsibility and necessary legal authorities in one entity . the post - 9 / 11 afghanistan precedent of using joint cia - military teams",0,0,multirc_lei_contiguous_direct,What should the United States do instead of concentrating on two entities to carry out secret military operations ?,Pass a separate appropriations act for intelligence keeping the amounts of money secret
Sept11-reports_oanc-chapter-2-4-2.txt:11:4,". in early 1992 , the al qaeda leadership issued a fatwa calling for jihad against the western "" occupation "" of islamic lands . specifically singling out u . s . forces for attack , the language resembled that which would appear in bin laden ' s public fatwa in august 1996 . in ensuing weeks , bin laden delivered an often - repeated lecture on the need to cut off "" the head of the snake . "" by this time , bin laden was well - known and a senior figure among islamist",0,0,multirc_lei_contiguous_direct,Who were considered Bin Laden 's peers ?,Abu Zubaydah
Sept11-reports_oanc-chapter-2-4-2.txt:8:7,". in early 1992 , the al qaeda leadership issued a fatwa calling for jihad against the western "" occupation "" of islamic lands . specifically singling out u . s . forces for attack , the language resembled that which would appear in bin laden ' s public fatwa in august 1996 . in ensuing weeks , bin laden delivered an often - repeated lecture on the need to cut off "" the head of the snake . "" by this time , bin laden was well - known and a senior figure among islamist",0,0,multirc_lei_contiguous_direct,Where did   Bin Laden go after he left Saudi Arabia,Iraq
Sept11-reports_oanc-chapter-3-2.txt:16:2,"<S> the national security act of 1947 created the position of director of central intelligence ( dci ) . independent from the departments of defense , state , justice , and other policy departments , the dci heads the u . s . intelligence community and provides intelligence to federal entities . the sole element of the intelligence community independent from a cabinet agency is the cia . as an independent agency , it collects , analyzes ,",1,0,multirc_lei_contiguous_direct,What does the CIA do and who is the agency 's number one customer ?,Collects intelligence and its number one customer is the citizens of America
Sept11-reports_oanc-chapter-6-2.txt:2:5,"general anthony zinni , the commander of central command ( centcom ) , was designated as the president ' s special envoy and sent to ask general musharraf to "" take whatever action you deem necessary to resolve the bin laden problem at the earliest possible time . "" but zinni came back emptyhanded . as ambassador william milam reported from islamabad , musharraf was "" unwilling to take the political heat at home . "" the cia worked hard with foreign security services to detain or at least keep an eye on suspected bin laden associates",0,0,multirc_lei_contiguous_direct,"When the outreach to the Taliban gained no response , how did General Zini approach Pakistan ?",General Zinni asked General Musharraf to start arrest operations
Sept11-reports_oanc-chapter-6-30.txt:1:5,", the attorney general testified at a congressional hearing concerning federal efforts to combat terrorism . he said that "" one of the nation ' s most fundamental responsibilities is to protect its citizens from terrorist attacks . "" the budget guidance issued the next day , however , highlighted gun crimes , narcotics trafficking , and civil rights as priorities .",0,0,multirc_lei_contiguous_direct,What did the FBI 's assistant director for counterterrorism believed the Justice Department wanted the FBI to do ?,Shape plans for the federal budget
Sept11-reports_oanc-chapter-6-30.txt:9:0,"a congressional hearing concerning federal efforts to combat terrorism . he said that "" one of the nation ' s most fundamental responsibilities is to protect its citizens from terrorist attacks . "" the budget guidance issued the next day , however , highlighted gun crimes , narcotics trafficking , and civil rights as priorities .",0,0,multirc_lei_contiguous_direct,"Who testified at a congressional hearing that , "" one of the nation 's most fundamental responsibilities is to protect its citizens from terrorist attacks "" ?",Dale Watson
Society_Law_and_Justice_oanc-5_Legal_Groups-0.txt:4:1,"five independent salt lake organizations that provide legal services to the poor , ethnic minorities , seniors and people with disabilities have joined together to acquire a west - side downtown building where they will have their offices . the new community legal center at 205 n . 400 west is a project of "" and justice for all , "" which , until this venture , has been a joint fund - raising campaign by an alliance of the non - profit providers of free legal services . "" and justice for all , "" which solicits donations primarily from utah lawyers and foundations",0,0,multirc_lei_contiguous_direct,"What five groups work under the "" And Justice For All "" project ?","Utah lawyers and foundations, was the first joint fund-raising campaign of legal services agencies in the country, and the Community Legal Center is the first joint office project of public service law groups"
Society_Law_and_Justice_oanc-A_helping_hand-3.txt:13:0,"free medical clinic , she said , faces some legal problem such as an eviction or the loss of social security benefits . and many of her clients had medical problems from living in slum housing such as cockroaches lodged in ear canals and rat bite fever , a nonfatal malady that particularly affects children . mintie noticed that health - care professionals were graduating with staggering debts and also could n ' t afford to work with the poor .",0,0,multirc_lei_contiguous_direct,"What did Mintie use the "" Use Your Life Award "" on ?",She spent it on her own
Society_Law_and_Justice_oanc-A_helping_hand-3.txt:5:0,"clinic , she said , faces some legal problem such as an eviction or the loss of social security benefits . and many of her clients had medical problems from living in slum housing such as cockroaches lodged in ear canals and rat bite fever , a nonfatal malady that particularly affects children . mintie noticed that health - care professionals were graduating with staggering debts and also could n ' t afford to work with the poor .",0,0,multirc_lei_contiguous_direct,Where did her million dollar organization start ?,Florida
Society_Law_and_Justice_oanc-Attorney_gives_his_time-2.txt:1:1,"smith has helped senior citizens with their legal needs , free of charge . but smith , like many volunteers , does n ' t want any accolades . "" i ' m no saint , "" the 80 - year - old tallahasseean said . "" i ' m just a country lawyer . "" his assistant , attorney twyla sketchley , sat behind his shoulder and silently mouthed , "" he is a saint . """,1,1,multirc_lei_contiguous_direct,Do people say positive things about Smith ?,Yes
Society_Law_and_Justice_oanc-Attorney_gives_his_time-2.txt:2:2,". smith has helped senior citizens with their legal needs , free of charge . but smith , like many volunteers , does n ' t want any accolades . "" i ' m no saint , "" the 80 - year - old tallahasseean said . "" i ' m just a country lawyer . "" his assistant , attorney twyla sketchley , sat behind his shoulder and silently mouthed , "" he is a saint . """,1,0,multirc_lei_contiguous_direct,How old was Richard when he started helping senior citizens free of charge ?,80
Society_Law_and_Justice_oanc-Bias_on_the_Job-2.txt:4:1,"area . they described a company as an intentional discriminator if its employment of women or minorities was at least two standard deviations from the average . legally , companies are presumed to discriminate if their employment numbers are far below the norm . about 22 , 000 employers were identified as "" hard core "" discriminators . these companies employed below - average numbers of women and minorities for 10 years and their hiring of women or minorities",1,1,multirc_lei_contiguous_direct,Which school conducted the study and by whom ?,Rutgers School of Law in Newark
Society_Law_and_Justice_oanc-Disaster_center-2.txt:1:1,"with basic legal questions . the free legal assistance hotline , operated in coordination with texas rural legal aid and volunteer lawyers from across the state , will be available from 8 a . m . to 8 p . m . , monday through thursday , and 8 a . m . to 6 p . m .",0,0,multirc_lei_contiguous_direct,Why are there damaged homes in Kerrville ?,Tornadoes
Society_Law_and_Justice_oanc-Firm_to_the_Poor_Needs_Help-2.txt:5:7,". "" said riggs : "" we use lofty phrases such as ' with justice for all , ' when we talk about our legal system . that phrase is etched on our u . s . supreme court building . those are just empty words if people do n ' t have access to that system . """,0,0,multirc_lei_contiguous_direct,Who are the Majority clients of LSEO ?,Single mothers
Society_Law_and_Justice_oanc-grants_fail_to_come-1.txt:5:0,"too much money to qualify for the federally funded utah legal services , but not enough money to afford a lawyer .",0,1,multirc_lei_contiguous_direct,Why is Frank Smith not making a lucrative salary in his law office ?,Lower fees
Wiki_articles-paragraphs-wikiAlbert Bandura-0.txt:3:3,"<S> albert bandura oc ( / baen ' du @ r @ / ; born december 4 , 1925 ) is a psychologist who is the david starr jordan professor emeritus of social science in psychology at stanford university . for almost six decades , he has been responsible for contributions to the field of education and to many fields of psychology , including social cognitive theory , therapy and personality psychology , and was also",0,1,multirc_lei_contiguous_direct,What year was the youngest president elected in the APA ?,1973
Wiki_articles-paragraphs-wikiAlbert Bandura-0.txt:6:3,the american psychological association ( apa ) . he was one of the youngest president - elects in the history of the apa at the age of 48 . bandura served as a member of the apa board of scientific affairs from 1968 to 1970 and is well known as a member of the editorial board of nine psychology journals including the journal of personality and social psychology from 1963 to 1972 . at the age of,0,1,multirc_lei_contiguous_direct,What is the name of the psychologist who is known as the originator of social learning theory ?,Bandura
Wiki_articles-paragraphs-wikiAlbert Camus-12.txt:0:1,"government ' s actions against the revolt . he argued that the algerian uprising was an integral part of the ' new arab imperialism ' led by egypt and an ' anti - western ' offensive orchestrated by russia to ' encircle europe ' and ' isolate the united states ' . although favouring greater algerian autonomy or even federation , though not full - scale independence , he believed that the pieds - noirs and arabs could co - exist . during the war",0,1,multirc_lei_contiguous_direct,What play opened in January 1959 at the Antoine Theatre in Paris ?,Dostoyesvsky's Demons
Wiki_articles-paragraphs-wikiAlbert Camus-9.txt:7:4,". camus was buried in the lourmarin cemetery , lourmarin , vaucluse , france . he was the second - youngest recipient , at the age of 44 , of the nobel prize in literature , after rudyard kipling , at the age of 42 . he was survived",0,0,multirc_lei_contiguous_direct,Which two books of Camus that have posed a scholarly debate ?,The Stranger and The First Man
Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt:14:2,"hans albert einstein , was born in bern , switzerland . their second son , eduard , was born in zurich in july 1910 . in 1914 , the couple separated ; einstein moved to berlin and his wife remained in zurich with their sons . they divorced on 14 february 1919 , having lived apart for five years . eduard",1,0,multirc_lei_contiguous_direct,Einstein and Maric were married for ?,5 years
Wiki_articles-paragraphs-wikiAlbrecht Durer-17.txt:1:1,"declined to accept it . during this trip he also met bernard van orley , jan provoost , gerard horenbout , jean mone , joachim patinir and tommaso vincidor , though he did not , it seems , meet quentin matsys . at the request of christian ii of denmark , durer went to brussels to paint the king ' s portrait . there he saw "" the things which have been sent to the king from the golden land "" - - the aztec treasure that hernan cortes had sent home to holy roman emperor charles v following the fall of mexico . durer",0,0,multirc_lei_contiguous_direct,"What was more beautiful than miracles , according to Durer ?","100,000 florins"
Wiki_articles-paragraphs-wikiAlbrecht Durer-25.txt:1:3,"italian styles . his intense and self - dramatizing self - portraits have continued to have a strong influence up to the present , especially on painters in the 19th and 20th century who desired a more dramatic portrait style . durer has never fallen from critical favour , and there have been significant revivals of interest in his works in germany in the durer renaissance of about 1570 to 1630 , in the early nineteenth century , and in german nationalism from 1870 to 1945 . durer",0,1,multirc_lei_contiguous_direct,Who was not intimidated by Durer in producing large engravings ?,Leyden
